"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]"
"27.08.2021 23:00 - 28.08.2021 00:00","89.67"
"28.08.2021 00:00 - 28.08.2021 01:00","88.75"
"28.08.2021 01:00 - 28.08.2021 02:00","81.31"
"28.08.2021 02:00 - 28.08.2021 03:00","77.70"
"28.08.2021 03:00 - 28.08.2021 04:00","76.12"
"28.08.2021 04:00 - 28.08.2021 05:00","77.30"
"28.08.2021 05:00 - 28.08.2021 06:00","76.62"
"28.08.2021 06:00 - 28.08.2021 07:00","78.03"
"28.08.2021 07:00 - 28.08.2021 08:00","85.00"
"28.08.2021 08:00 - 28.08.2021 09:00","90.01"
"28.08.2021 09:00 - 28.08.2021 10:00","91.55"
"28.08.2021 10:00 - 28.08.2021 11:00","87.98"
"28.08.2021 11:00 - 28.08.2021 12:00","86.08"
"28.08.2021 12:00 - 28.08.2021 13:00","81.01"
"28.08.2021 13:00 - 28.08.2021 14:00","75.27"
"28.08.2021 14:00 - 28.08.2021 15:00","70.28"
"28.08.2021 15:00 - 28.08.2021 16:00","68.22"
"28.08.2021 16:00 - 28.08.2021 17:00","74.56"
"28.08.2021 17:00 - 28.08.2021 18:00","92.96"
"28.08.2021 18:00 - 28.08.2021 19:00","98.10"
"28.08.2021 19:00 - 28.08.2021 20:00","100.49"
"28.08.2021 20:00 - 28.08.2021 21:00","101.32"
"28.08.2021 21:00 - 28.08.2021 22:00","96.09"
"28.08.2021 22:00 - 28.08.2021 23:00","94.08"
"28.08.2021 23:00 - 29.08.2021 00:00","84.44"
"29.08.2021 00:00 - 29.08.2021 01:00","78.06"
"29.08.2021 01:00 - 29.08.2021 02:00","73.57"
"29.08.2021 02:00 - 29.08.2021 03:00","70.54"
"29.08.2021 03:00 - 29.08.2021 04:00","68.75"
"29.08.2021 04:00 - 29.08.2021 05:00","67.30"
"29.08.2021 05:00 - 29.08.2021 06:00","69.38"
"29.08.2021 06:00 - 29.08.2021 07:00","70.72"
"29.08.2021 07:00 - 29.08.2021 08:00","73.35"
"29.08.2021 08:00 - 29.08.2021 09:00","77.04"
"29.08.2021 09:00 - 29.08.2021 10:00","80.72"
"29.08.2021 10:00 - 29.08.2021 11:00","80.65"
"29.08.2021 11:00 - 29.08.2021 12:00","83.61"
"29.08.2021 12:00 - 29.08.2021 13:00","82.84"
"29.08.2021 13:00 - 29.08.2021 14:00","78.24"
"29.08.2021 14:00 - 29.08.2021 15:00","74.91"
"29.08.2021 15:00 - 29.08.2021 16:00","73.83"
"29.08.2021 16:00 - 29.08.2021 17:00","74.78"
"29.08.2021 17:00 - 29.08.2021 18:00","88.75"
"29.08.2021 18:00 - 29.08.2021 19:00","95.98"
"29.08.2021 19:00 - 29.08.2021 20:00","101.06"
"29.08.2021 20:00 - 29.08.2021 21:00","101.66"
"29.08.2021 21:00 - 29.08.2021 22:00","93.86"
"29.08.2021 22:00 - 29.08.2021 23:00","91.65"
"29.08.2021 23:00 - 30.08.2021 00:00","86.57"
"30.08.2021 00:00 - 30.08.2021 01:00","79.70"
"30.08.2021 01:00 - 30.08.2021 02:00","78.42"
"30.08.2021 02:00 - 30.08.2021 03:00","76.57"
"30.08.2021 03:00 - 30.08.2021 04:00","72.80"
"30.08.2021 04:00 - 30.08.2021 05:00","73.95"
"30.08.2021 05:00 - 30.08.2021 06:00","79.64"
"30.08.2021 06:00 - 30.08.2021 07:00","110.17"
"30.08.2021 07:00 - 30.08.2021 08:00","126.00"
"30.08.2021 08:00 - 30.08.2021 09:00","131.92"
"30.08.2021 09:00 - 30.08.2021 10:00","132.92"
"30.08.2021 10:00 - 30.08.2021 11:00","128.53"
"30.08.2021 11:00 - 30.08.2021 12:00","126.10"
"30.08.2021 12:00 - 30.08.2021 13:00","122.00"
"30.08.2021 13:00 - 30.08.2021 14:00","112.60"
"30.08.2021 14:00 - 30.08.2021 15:00","104.94"
"30.08.2021 15:00 - 30.08.2021 16:00","101.00"
"30.08.2021 16:00 - 30.08.2021 17:00","100.99"
"30.08.2021 17:00 - 30.08.2021 18:00","109.58"
"30.08.2021 18:00 - 30.08.2021 19:00","116.74"
"30.08.2021 19:00 - 30.08.2021 20:00","128.48"
"30.08.2021 20:00 - 30.08.2021 21:00","130.04"
"30.08.2021 21:00 - 30.08.2021 22:00","114.47"
"30.08.2021 22:00 - 30.08.2021 23:00","106.64"
"30.08.2021 23:00 - 31.08.2021 00:00","93.60"
"31.08.2021 00:00 - 31.08.2021 01:00","94.87"
"31.08.2021 01:00 - 31.08.2021 02:00","90.02"
"31.08.2021 02:00 - 31.08.2021 03:00","87.54"
"31.08.2021 03:00 - 31.08.2021 04:00","87.09"
"31.08.2021 04:00 - 31.08.2021 05:00","88.78"
"31.08.2021 05:00 - 31.08.2021 06:00","93.11"
"31.08.2021 06:00 - 31.08.2021 07:00","115.00"
"31.08.2021 07:00 - 31.08.2021 08:00","134.46"
"31.08.2021 08:00 - 31.08.2021 09:00","137.02"
"31.08.2021 09:00 - 31.08.2021 10:00","135.84"
"31.08.2021 10:00 - 31.08.2021 11:00","125.13"
"31.08.2021 11:00 - 31.08.2021 12:00","116.19"
"31.08.2021 12:00 - 31.08.2021 13:00","113.61"
"31.08.2021 13:00 - 31.08.2021 14:00","104.66"
"31.08.2021 14:00 - 31.08.2021 15:00","97.20"
"31.08.2021 15:00 - 31.08.2021 16:00","95.24"
"31.08.2021 16:00 - 31.08.2021 17:00","95.51"
"31.08.2021 17:00 - 31.08.2021 18:00","110.45"
"31.08.2021 18:00 - 31.08.2021 19:00","123.81"
"31.08.2021 19:00 - 31.08.2021 20:00","134.07"
"31.08.2021 20:00 - 31.08.2021 21:00","134.90"
"31.08.2021 21:00 - 31.08.2021 22:00","121.58"
"31.08.2021 22:00 - 31.08.2021 23:00","106.12"
"31.08.2021 23:00 - 01.09.2021 00:00","99.10"
"01.09.2021 00:00 - 01.09.2021 01:00","94.78"
"01.09.2021 01:00 - 01.09.2021 02:00","92.91"
"01.09.2021 02:00 - 01.09.2021 03:00","91.21"
"01.09.2021 03:00 - 01.09.2021 04:00","90.09"
"01.09.2021 04:00 - 01.09.2021 05:00","93.12"
"01.09.2021 05:00 - 01.09.2021 06:00","100.54"
"01.09.2021 06:00 - 01.09.2021 07:00","118.70"
"01.09.2021 07:00 - 01.09.2021 08:00","135.44"
"01.09.2021 08:00 - 01.09.2021 09:00","140.72"
"01.09.2021 09:00 - 01.09.2021 10:00","130.00"
"01.09.2021 10:00 - 01.09.2021 11:00","116.99"
"01.09.2021 11:00 - 01.09.2021 12:00","109.75"
"01.09.2021 12:00 - 01.09.2021 13:00","103.88"
"01.09.2021 13:00 - 01.09.2021 14:00","98.00"
"01.09.2021 14:00 - 01.09.2021 15:00","94.98"
"01.09.2021 15:00 - 01.09.2021 16:00","95.06"
"01.09.2021 16:00 - 01.09.2021 17:00","97.61"
"01.09.2021 17:00 - 01.09.2021 18:00","116.12"
"01.09.2021 18:00 - 01.09.2021 19:00","131.00"
"01.09.2021 19:00 - 01.09.2021 20:00","145.91"
"01.09.2021 20:00 - 01.09.2021 21:00","144.93"
"01.09.2021 21:00 - 01.09.2021 22:00","125.76"
"01.09.2021 22:00 - 01.09.2021 23:00","114.39"
"01.09.2021 23:00 - 02.09.2021 00:00","102.73"
"02.09.2021 00:00 - 02.09.2021 01:00","98.41"
"02.09.2021 01:00 - 02.09.2021 02:00","96.84"
"02.09.2021 02:00 - 02.09.2021 03:00","95.25"
"02.09.2021 03:00 - 02.09.2021 04:00","95.71"
"02.09.2021 04:00 - 02.09.2021 05:00","96.64"
"02.09.2021 05:00 - 02.09.2021 06:00","105.01"
"02.09.2021 06:00 - 02.09.2021 07:00","128.94"
"02.09.2021 07:00 - 02.09.2021 08:00","150.00"
"02.09.2021 08:00 - 02.09.2021 09:00","146.38"
"02.09.2021 09:00 - 02.09.2021 10:00","130.80"
"02.09.2021 10:00 - 02.09.2021 11:00","118.92"
"02.09.2021 11:00 - 02.09.2021 12:00","113.00"
"02.09.2021 12:00 - 02.09.2021 13:00","107.84"
"02.09.2021 13:00 - 02.09.2021 14:00","100.99"
"02.09.2021 14:00 - 02.09.2021 15:00","97.97"
"02.09.2021 15:00 - 02.09.2021 16:00","105.05"
"02.09.2021 16:00 - 02.09.2021 17:00","112.44"
"02.09.2021 17:00 - 02.09.2021 18:00","122.66"
"02.09.2021 18:00 - 02.09.2021 19:00","138.00"
"02.09.2021 19:00 - 02.09.2021 20:00","158.51"
"02.09.2021 20:00 - 02.09.2021 21:00","154.94"
"02.09.2021 21:00 - 02.09.2021 22:00","130.43"
"02.09.2021 22:00 - 02.09.2021 23:00","118.69"
"02.09.2021 23:00 - 03.09.2021 00:00","113.25"
"03.09.2021 00:00 - 03.09.2021 01:00","101.00"
"03.09.2021 01:00 - 03.09.2021 02:00","96.63"
"03.09.2021 02:00 - 03.09.2021 03:00","95.60"
"03.09.2021 03:00 - 03.09.2021 04:00","91.53"
"03.09.2021 04:00 - 03.09.2021 05:00","90.89"
"03.09.2021 05:00 - 03.09.2021 06:00","95.80"
"03.09.2021 06:00 - 03.09.2021 07:00","122.46"
"03.09.2021 07:00 - 03.09.2021 08:00","137.44"
"03.09.2021 08:00 - 03.09.2021 09:00","134.70"
"03.09.2021 09:00 - 03.09.2021 10:00","123.13"
"03.09.2021 10:00 - 03.09.2021 11:00","109.03"
"03.09.2021 11:00 - 03.09.2021 12:00","99.02"
"03.09.2021 12:00 - 03.09.2021 13:00","89.62"
"03.09.2021 13:00 - 03.09.2021 14:00","88.48"
"03.09.2021 14:00 - 03.09.2021 15:00","88.39"
"03.09.2021 15:00 - 03.09.2021 16:00","89.92"
"03.09.2021 16:00 - 03.09.2021 17:00","92.32"
"03.09.2021 17:00 - 03.09.2021 18:00","119.01"
"03.09.2021 18:00 - 03.09.2021 19:00","131.57"
"03.09.2021 19:00 - 03.09.2021 20:00","143.93"
"03.09.2021 20:00 - 03.09.2021 21:00","143.38"
"03.09.2021 21:00 - 03.09.2021 22:00","129.94"
"03.09.2021 22:00 - 03.09.2021 23:00","120.96"
"03.09.2021 23:00 - 04.09.2021 00:00","117.86"
"04.09.2021 00:00 - 04.09.2021 01:00","114.15"
"04.09.2021 01:00 - 04.09.2021 02:00","105.98"
"04.09.2021 02:00 - 04.09.2021 03:00","98.05"
"04.09.2021 03:00 - 04.09.2021 04:00","95.71"
"04.09.2021 04:00 - 04.09.2021 05:00","95.66"
"04.09.2021 05:00 - 04.09.2021 06:00","96.20"
"04.09.2021 06:00 - 04.09.2021 07:00","103.80"
"04.09.2021 07:00 - 04.09.2021 08:00","120.98"
"04.09.2021 08:00 - 04.09.2021 09:00","122.00"
"04.09.2021 09:00 - 04.09.2021 10:00","115.99"
"04.09.2021 10:00 - 04.09.2021 11:00","95.66"
"04.09.2021 11:00 - 04.09.2021 12:00","89.47"
"04.09.2021 12:00 - 04.09.2021 13:00","89.51"
"04.09.2021 13:00 - 04.09.2021 14:00","87.06"
"04.09.2021 14:00 - 04.09.2021 15:00","84.16"
"04.09.2021 15:00 - 04.09.2021 16:00","86.46"
"04.09.2021 16:00 - 04.09.2021 17:00","89.27"
"04.09.2021 17:00 - 04.09.2021 18:00","107.54"
"04.09.2021 18:00 - 04.09.2021 19:00","127.33"
"04.09.2021 19:00 - 04.09.2021 20:00","142.55"
"04.09.2021 20:00 - 04.09.2021 21:00","142.40"
"04.09.2021 21:00 - 04.09.2021 22:00","127.92"
"04.09.2021 22:00 - 04.09.2021 23:00","122.81"
"04.09.2021 23:00 - 05.09.2021 00:00","104.36"
"05.09.2021 00:00 - 05.09.2021 01:00","109.21"
"05.09.2021 01:00 - 05.09.2021 02:00","99.88"
"05.09.2021 02:00 - 05.09.2021 03:00","95.35"
"05.09.2021 03:00 - 05.09.2021 04:00","92.54"
"05.09.2021 04:00 - 05.09.2021 05:00","92.04"
"05.09.2021 05:00 - 05.09.2021 06:00","92.56"
"05.09.2021 06:00 - 05.09.2021 07:00","93.81"
"05.09.2021 07:00 - 05.09.2021 08:00","92.88"
"05.09.2021 08:00 - 05.09.2021 09:00","93.44"
"05.09.2021 09:00 - 05.09.2021 10:00","92.04"
"05.09.2021 10:00 - 05.09.2021 11:00","88.68"
"05.09.2021 11:00 - 05.09.2021 12:00","84.01"
"05.09.2021 12:00 - 05.09.2021 13:00","81.47"
"05.09.2021 13:00 - 05.09.2021 14:00","65.66"
"05.09.2021 14:00 - 05.09.2021 15:00","60.06"
"05.09.2021 15:00 - 05.09.2021 16:00","69.09"
"05.09.2021 16:00 - 05.09.2021 17:00","84.90"
"05.09.2021 17:00 - 05.09.2021 18:00","95.18"
"05.09.2021 18:00 - 05.09.2021 19:00","127.45"
"05.09.2021 19:00 - 05.09.2021 20:00","138.69"
"05.09.2021 20:00 - 05.09.2021 21:00","139.07"
"05.09.2021 21:00 - 05.09.2021 22:00","129.00"
"05.09.2021 22:00 - 05.09.2021 23:00","121.99"
"05.09.2021 23:00 - 06.09.2021 00:00","104.10"
"06.09.2021 00:00 - 06.09.2021 01:00","105.32"
"06.09.2021 01:00 - 06.09.2021 02:00","104.79"
"06.09.2021 02:00 - 06.09.2021 03:00","101.85"
"06.09.2021 03:00 - 06.09.2021 04:00","97.97"
"06.09.2021 04:00 - 06.09.2021 05:00","100.00"
"06.09.2021 05:00 - 06.09.2021 06:00","110.00"
"06.09.2021 06:00 - 06.09.2021 07:00","135.97"
"06.09.2021 07:00 - 06.09.2021 08:00","165.00"
"06.09.2021 08:00 - 06.09.2021 09:00","160.00"
"06.09.2021 09:00 - 06.09.2021 10:00","139.26"
"06.09.2021 10:00 - 06.09.2021 11:00","128.04"
"06.09.2021 11:00 - 06.09.2021 12:00","110.70"
"06.09.2021 12:00 - 06.09.2021 13:00","105.57"
"06.09.2021 13:00 - 06.09.2021 14:00","103.26"
"06.09.2021 14:00 - 06.09.2021 15:00","105.49"
"06.09.2021 15:00 - 06.09.2021 16:00","115.08"
"06.09.2021 16:00 - 06.09.2021 17:00","128.67"
"06.09.2021 17:00 - 06.09.2021 18:00","137.73"
"06.09.2021 18:00 - 06.09.2021 19:00","150.00"
"06.09.2021 19:00 - 06.09.2021 20:00","190.68"
"06.09.2021 20:00 - 06.09.2021 21:00","181.72"
"06.09.2021 21:00 - 06.09.2021 22:00","147.22"
"06.09.2021 22:00 - 06.09.2021 23:00","132.66"
"06.09.2021 23:00 - 07.09.2021 00:00","110.79"
"07.09.2021 00:00 - 07.09.2021 01:00","110.72"
"07.09.2021 01:00 - 07.09.2021 02:00","112.00"
"07.09.2021 02:00 - 07.09.2021 03:00","108.52"
"07.09.2021 03:00 - 07.09.2021 04:00","107.87"
"07.09.2021 04:00 - 07.09.2021 05:00","107.98"
"07.09.2021 05:00 - 07.09.2021 06:00","110.82"
"07.09.2021 06:00 - 07.09.2021 07:00","141.96"
"07.09.2021 07:00 - 07.09.2021 08:00","160.87"
"07.09.2021 08:00 - 07.09.2021 09:00","164.44"
"07.09.2021 09:00 - 07.09.2021 10:00","142.50"
"07.09.2021 10:00 - 07.09.2021 11:00","134.51"
"07.09.2021 11:00 - 07.09.2021 12:00","120.04"
"07.09.2021 12:00 - 07.09.2021 13:00","108.63"
"07.09.2021 13:00 - 07.09.2021 14:00","108.73"
"07.09.2021 14:00 - 07.09.2021 15:00","108.28"
"07.09.2021 15:00 - 07.09.2021 16:00","107.98"
"07.09.2021 16:00 - 07.09.2021 17:00","113.07"
"07.09.2021 17:00 - 07.09.2021 18:00","135.83"
"07.09.2021 18:00 - 07.09.2021 19:00","145.90"
"07.09.2021 19:00 - 07.09.2021 20:00","180.00"
"07.09.2021 20:00 - 07.09.2021 21:00","164.01"
"07.09.2021 21:00 - 07.09.2021 22:00","141.32"
"07.09.2021 22:00 - 07.09.2021 23:00","126.50"
"07.09.2021 23:00 - 08.09.2021 00:00","109.10"
"08.09.2021 00:00 - 08.09.2021 01:00","115.00"
"08.09.2021 01:00 - 08.09.2021 02:00","110.00"
"08.09.2021 02:00 - 08.09.2021 03:00","106.62"
"08.09.2021 03:00 - 08.09.2021 04:00","104.80"
"08.09.2021 04:00 - 08.09.2021 05:00","109.44"
"08.09.2021 05:00 - 08.09.2021 06:00","114.94"
"08.09.2021 06:00 - 08.09.2021 07:00","145.00"
"08.09.2021 07:00 - 08.09.2021 08:00","151.16"
"08.09.2021 08:00 - 08.09.2021 09:00","149.96"
"08.09.2021 09:00 - 08.09.2021 10:00","138.00"
"08.09.2021 10:00 - 08.09.2021 11:00","124.17"
"08.09.2021 11:00 - 08.09.2021 12:00","109.46"
"08.09.2021 12:00 - 08.09.2021 13:00","106.03"
"08.09.2021 13:00 - 08.09.2021 14:00","103.01"
"08.09.2021 14:00 - 08.09.2021 15:00","103.93"
"08.09.2021 15:00 - 08.09.2021 16:00","109.08"
"08.09.2021 16:00 - 08.09.2021 17:00","117.52"
"08.09.2021 17:00 - 08.09.2021 18:00","136.03"
"08.09.2021 18:00 - 08.09.2021 19:00","149.75"
"08.09.2021 19:00 - 08.09.2021 20:00","165.78"
"08.09.2021 20:00 - 08.09.2021 21:00","152.36"
"08.09.2021 21:00 - 08.09.2021 22:00","137.11"
"08.09.2021 22:00 - 08.09.2021 23:00","125.01"
"08.09.2021 23:00 - 09.09.2021 00:00","110.54"
"09.09.2021 00:00 - 09.09.2021 01:00","107.73"
"09.09.2021 01:00 - 09.09.2021 02:00","107.72"
"09.09.2021 02:00 - 09.09.2021 03:00","105.03"
"09.09.2021 03:00 - 09.09.2021 04:00","101.88"
"09.09.2021 04:00 - 09.09.2021 05:00","103.16"
"09.09.2021 05:00 - 09.09.2021 06:00","109.02"
"09.09.2021 06:00 - 09.09.2021 07:00","138.38"
"09.09.2021 07:00 - 09.09.2021 08:00","148.05"
"09.09.2021 08:00 - 09.09.2021 09:00","149.43"
"09.09.2021 09:00 - 09.09.2021 10:00","144.99"
"09.09.2021 10:00 - 09.09.2021 11:00","137.64"
"09.09.2021 11:00 - 09.09.2021 12:00","118.70"
"09.09.2021 12:00 - 09.09.2021 13:00","110.06"
"09.09.2021 13:00 - 09.09.2021 14:00","111.32"
"09.09.2021 14:00 - 09.09.2021 15:00","113.30"
"09.09.2021 15:00 - 09.09.2021 16:00","123.83"
"09.09.2021 16:00 - 09.09.2021 17:00","137.00"
"09.09.2021 17:00 - 09.09.2021 18:00","145.98"
"09.09.2021 18:00 - 09.09.2021 19:00","157.70"
"09.09.2021 19:00 - 09.09.2021 20:00","174.23"
"09.09.2021 20:00 - 09.09.2021 21:00","168.48"
"09.09.2021 21:00 - 09.09.2021 22:00","148.00"
"09.09.2021 22:00 - 09.09.2021 23:00","139.86"
"09.09.2021 23:00 - 10.09.2021 00:00","124.11"
"10.09.2021 00:00 - 10.09.2021 01:00","119.01"
"10.09.2021 01:00 - 10.09.2021 02:00","114.43"
"10.09.2021 02:00 - 10.09.2021 03:00","113.88"
"10.09.2021 03:00 - 10.09.2021 04:00","111.67"
"10.09.2021 04:00 - 10.09.2021 05:00","113.82"
"10.09.2021 05:00 - 10.09.2021 06:00","117.58"
"10.09.2021 06:00 - 10.09.2021 07:00","145.45"
"10.09.2021 07:00 - 10.09.2021 08:00","158.07"
"10.09.2021 08:00 - 10.09.2021 09:00","162.27"
"10.09.2021 09:00 - 10.09.2021 10:00","156.66"
"10.09.2021 10:00 - 10.09.2021 11:00","149.22"
"10.09.2021 11:00 - 10.09.2021 12:00","144.22"
"10.09.2021 12:00 - 10.09.2021 13:00","140.00"
"10.09.2021 13:00 - 10.09.2021 14:00","128.00"
"10.09.2021 14:00 - 10.09.2021 15:00","120.52"
"10.09.2021 15:00 - 10.09.2021 16:00","130.61"
"10.09.2021 16:00 - 10.09.2021 17:00","140.09"
"10.09.2021 17:00 - 10.09.2021 18:00","152.48"
"10.09.2021 18:00 - 10.09.2021 19:00","159.18"
"10.09.2021 19:00 - 10.09.2021 20:00","159.58"
"10.09.2021 20:00 - 10.09.2021 21:00","159.31"
"10.09.2021 21:00 - 10.09.2021 22:00","148.64"
"10.09.2021 22:00 - 10.09.2021 23:00","141.52"
"10.09.2021 23:00 - 11.09.2021 00:00","132.66"
"11.09.2021 00:00 - 11.09.2021 01:00","140.16"
"11.09.2021 01:00 - 11.09.2021 02:00","129.77"
"11.09.2021 02:00 - 11.09.2021 03:00","115.96"
"11.09.2021 03:00 - 11.09.2021 04:00","109.82"
"11.09.2021 04:00 - 11.09.2021 05:00","110.02"
"11.09.2021 05:00 - 11.09.2021 06:00","111.21"
"11.09.2021 06:00 - 11.09.2021 07:00","130.06"
"11.09.2021 07:00 - 11.09.2021 08:00","136.12"
"11.09.2021 08:00 - 11.09.2021 09:00","143.46"
"11.09.2021 09:00 - 11.09.2021 10:00","145.03"
"11.09.2021 10:00 - 11.09.2021 11:00","141.32"
"11.09.2021 11:00 - 11.09.2021 12:00","133.68"
"11.09.2021 12:00 - 11.09.2021 13:00","122.02"
"11.09.2021 13:00 - 11.09.2021 14:00","111.59"
"11.09.2021 14:00 - 11.09.2021 15:00","106.08"
"11.09.2021 15:00 - 11.09.2021 16:00","107.81"
"11.09.2021 16:00 - 11.09.2021 17:00","112.36"
"11.09.2021 17:00 - 11.09.2021 18:00","129.20"
"11.09.2021 18:00 - 11.09.2021 19:00","146.98"
"11.09.2021 19:00 - 11.09.2021 20:00","155.09"
"11.09.2021 20:00 - 11.09.2021 21:00","153.90"
"11.09.2021 21:00 - 11.09.2021 22:00","145.03"
"11.09.2021 22:00 - 11.09.2021 23:00","138.68"
"11.09.2021 23:00 - 12.09.2021 00:00","121.08"
"12.09.2021 00:00 - 12.09.2021 01:00","105.05"
"12.09.2021 01:00 - 12.09.2021 02:00","99.17"
"12.09.2021 02:00 - 12.09.2021 03:00","99.02"
"12.09.2021 03:00 - 12.09.2021 04:00","95.38"
"12.09.2021 04:00 - 12.09.2021 05:00","97.57"
"12.09.2021 05:00 - 12.09.2021 06:00","97.64"
"12.09.2021 06:00 - 12.09.2021 07:00","95.59"
"12.09.2021 07:00 - 12.09.2021 08:00","101.34"
"12.09.2021 08:00 - 12.09.2021 09:00","106.41"
"12.09.2021 09:00 - 12.09.2021 10:00","107.17"
"12.09.2021 10:00 - 12.09.2021 11:00","101.92"
"12.09.2021 11:00 - 12.09.2021 12:00","99.72"
"12.09.2021 12:00 - 12.09.2021 13:00","93.94"
"12.09.2021 13:00 - 12.09.2021 14:00","81.07"
"12.09.2021 14:00 - 12.09.2021 15:00","69.68"
"12.09.2021 15:00 - 12.09.2021 16:00","72.44"
"12.09.2021 16:00 - 12.09.2021 17:00","87.13"
"12.09.2021 17:00 - 12.09.2021 18:00","99.94"
"12.09.2021 18:00 - 12.09.2021 19:00","136.37"
"12.09.2021 19:00 - 12.09.2021 20:00","150.00"
"12.09.2021 20:00 - 12.09.2021 21:00","154.17"
"12.09.2021 21:00 - 12.09.2021 22:00","138.01"
"12.09.2021 22:00 - 12.09.2021 23:00","129.07"
"12.09.2021 23:00 - 13.09.2021 00:00","107.54"
"13.09.2021 00:00 - 13.09.2021 01:00","113.01"
"13.09.2021 01:00 - 13.09.2021 02:00","108.20"
"13.09.2021 02:00 - 13.09.2021 03:00","103.92"
"13.09.2021 03:00 - 13.09.2021 04:00","103.79"
"13.09.2021 04:00 - 13.09.2021 05:00","104.85"
"13.09.2021 05:00 - 13.09.2021 06:00","110.01"
"13.09.2021 06:00 - 13.09.2021 07:00","152.08"
"13.09.2021 07:00 - 13.09.2021 08:00","160.93"
"13.09.2021 08:00 - 13.09.2021 09:00","166.71"
"13.09.2021 09:00 - 13.09.2021 10:00","157.00"
"13.09.2021 10:00 - 13.09.2021 11:00","147.93"
"13.09.2021 11:00 - 13.09.2021 12:00","140.06"
"13.09.2021 12:00 - 13.09.2021 13:00","118.84"
"13.09.2021 13:00 - 13.09.2021 14:00","116.90"
"13.09.2021 14:00 - 13.09.2021 15:00","119.00"
"13.09.2021 15:00 - 13.09.2021 16:00","141.63"
"13.09.2021 16:00 - 13.09.2021 17:00","150.93"
"13.09.2021 17:00 - 13.09.2021 18:00","159.09"
"13.09.2021 18:00 - 13.09.2021 19:00","183.45"
"13.09.2021 19:00 - 13.09.2021 20:00","200.88"
"13.09.2021 20:00 - 13.09.2021 21:00","193.21"
"13.09.2021 21:00 - 13.09.2021 22:00","160.91"
"13.09.2021 22:00 - 13.09.2021 23:00","147.15"
"13.09.2021 23:00 - 14.09.2021 00:00","131.18"
"14.09.2021 00:00 - 14.09.2021 01:00","122.23"
"14.09.2021 01:00 - 14.09.2021 02:00","121.59"
"14.09.2021 02:00 - 14.09.2021 03:00","113.83"
"14.09.2021 03:00 - 14.09.2021 04:00","107.84"
"14.09.2021 04:00 - 14.09.2021 05:00","110.03"
"14.09.2021 05:00 - 14.09.2021 06:00","122.03"
"14.09.2021 06:00 - 14.09.2021 07:00","155.51"
"14.09.2021 07:00 - 14.09.2021 08:00","166.24"
"14.09.2021 08:00 - 14.09.2021 09:00","172.69"
"14.09.2021 09:00 - 14.09.2021 10:00","162.90"
"14.09.2021 10:00 - 14.09.2021 11:00","152.15"
"14.09.2021 11:00 - 14.09.2021 12:00","124.01"
"14.09.2021 12:00 - 14.09.2021 13:00","121.06"
"14.09.2021 13:00 - 14.09.2021 14:00","117.27"
"14.09.2021 14:00 - 14.09.2021 15:00","125.43"
"14.09.2021 15:00 - 14.09.2021 16:00","151.16"
"14.09.2021 16:00 - 14.09.2021 17:00","158.72"
"14.09.2021 17:00 - 14.09.2021 18:00","168.00"
"14.09.2021 18:00 - 14.09.2021 19:00","184.55"
"14.09.2021 19:00 - 14.09.2021 20:00","188.20"
"14.09.2021 20:00 - 14.09.2021 21:00","174.25"
"14.09.2021 21:00 - 14.09.2021 22:00","155.40"
"14.09.2021 22:00 - 14.09.2021 23:00","144.65"
"14.09.2021 23:00 - 15.09.2021 00:00","117.98"
"15.09.2021 00:00 - 15.09.2021 01:00","135.08"
"15.09.2021 01:00 - 15.09.2021 02:00","133.40"
"15.09.2021 02:00 - 15.09.2021 03:00","128.95"
"15.09.2021 03:00 - 15.09.2021 04:00","123.10"
"15.09.2021 04:00 - 15.09.2021 05:00","128.01"
"15.09.2021 05:00 - 15.09.2021 06:00","137.01"
"15.09.2021 06:00 - 15.09.2021 07:00","166.94"
"15.09.2021 07:00 - 15.09.2021 08:00","180.24"
"15.09.2021 08:00 - 15.09.2021 09:00","192.11"
"15.09.2021 09:00 - 15.09.2021 10:00","191.32"
"15.09.2021 10:00 - 15.09.2021 11:00","187.42"
"15.09.2021 11:00 - 15.09.2021 12:00","180.80"
"15.09.2021 12:00 - 15.09.2021 13:00","180.00"
"15.09.2021 13:00 - 15.09.2021 14:00","175.74"
"15.09.2021 14:00 - 15.09.2021 15:00","175.76"
"15.09.2021 15:00 - 15.09.2021 16:00","179.09"
"15.09.2021 16:00 - 15.09.2021 17:00","179.97"
"15.09.2021 17:00 - 15.09.2021 18:00","190.00"
"15.09.2021 18:00 - 15.09.2021 19:00","192.78"
"15.09.2021 19:00 - 15.09.2021 20:00","196.58"
"15.09.2021 20:00 - 15.09.2021 21:00","190.00"
"15.09.2021 21:00 - 15.09.2021 22:00","176.78"
"15.09.2021 22:00 - 15.09.2021 23:00","162.98"
"15.09.2021 23:00 - 16.09.2021 00:00","153.02"
"16.09.2021 00:00 - 16.09.2021 01:00","131.45"
"16.09.2021 01:00 - 16.09.2021 02:00","129.40"
"16.09.2021 02:00 - 16.09.2021 03:00","117.17"
"16.09.2021 03:00 - 16.09.2021 04:00","115.96"
"16.09.2021 04:00 - 16.09.2021 05:00","115.19"
"16.09.2021 05:00 - 16.09.2021 06:00","135.03"
"16.09.2021 06:00 - 16.09.2021 07:00","169.72"
"16.09.2021 07:00 - 16.09.2021 08:00","194.00"
